Club,Country,Date,Elo,Level
Tottenham,ENG,2008-03-16,1790.50036621,1
Blackburn,ENG,2008-03-16,1762.93139648,1
Man City,ENG,2008-03-16,1735.49328613,1
West Ham,ENG,2008-03-16,1725.47595215,1
Middlesbrough,ENG,2008-03-16,1702.17297363,1
Bolton,ENG,2008-03-16,1694.50952148,1
Reading,ENG,2008-03-16,1685.88818359,1
Newcastle,ENG,2008-03-16,1668.92053223,1
Wigan,ENG,2008-03-16,1656.76611328,1
Birmingham,ENG,2008-03-16,1652.72351074,1
Sunderland,ENG,2008-03-16,1647.94213867,1
Fulham,ENG,2008-03-16,1639.93823242,1
Derby,ENG,2008-03-16,1528.63293457,1
Man United,ENG,2008-03-28,2007.99475098,1
Chelsea,ENG,2008-03-28,1987.96862793,1
Arsenal,ENG,2008-03-28,1940.38305664,1
Liverpool,ENG,2008-03-28,1927.42504883,1
Everton,ENG,2008-03-28,1856.85888672,1
Tottenham,ENG,2008-03-28,1795.66833496,1
Portsmouth,ENG,2008-03-28,1792.80419922,1
Aston Villa,ENG,2008-03-28,1789.90563965,1
Blackburn,ENG,2008-03-28,1768.80737305,1
Man City,ENG,2008-03-28,1743.59936523,1
West Ham,ENG,2008-03-28,1730.84985352,1
Middlesbrough,ENG,2008-03-28,1705.04211426,1
Reading,ENG,2008-03-28,1691.3236084000002,1
Bolton,ENG,2008-03-28,1684.91955566,1
Newcastle,ENG,2008-03-28,1678.76574707,1
Sunderland,ENG,2008-03-28,1661.39953613,1
Wigan,ENG,2008-03-28,1658.15063477,1
Birmingham,ENG,2008-03-28,1645.6895752,1
Fulham,ENG,2008-03-28,1643.81262207,1
Derby,ENG,2008-03-28,1525.76367188,1
Man United,ENG,2008-04-07,2014.42150879,1
Chelsea,ENG,2008-04-07,1991.12207031,1
Arsenal,ENG,2008-04-07,1938.96948242,1
Liverpool,ENG,2008-04-07,1938.82739258,1
Everton,ENG,2008-04-07,1854.10900879,1
Portsmouth,ENG,2008-04-07,1798.44897461,1
Aston Villa,ENG,2008-04-07,1794.09802246,1
Tottenham,ENG,2008-04-07,1776.43347168,1
Blackburn,ENG,2008-04-07,1767.38134766,1
Man City,ENG,2008-04-07,1726.13513184,1
West Ham,ENG,2008-04-07,1723.4440917999998,1
Newcastle,ENG,2008-04-07,1711.73510742,1
Middlesbrough,ENG,2008-04-07,1710.13671875,1
Sunderland,ENG,2008-04-07,1683.51049805,1
Reading,ENG,2008-04-07,1681.96484375,1
Bolton,ENG,2008-04-07,1673.94799805,1
Wigan,ENG,2008-04-07,1663.02941895,1
Birmingham,ENG,2008-04-07,1649.89428711,1
Fulham,ENG,2008-04-07,1630.02331543,1
Derby,ENG,2008-04-07,1526.59130859,1
Man United,ENG,2008-04-16,2022.70349121,1
Chelsea,ENG,2008-04-16,1993.07043457,1
Liverpool,ENG,2008-04-16,1957.62463379,1
Arsenal,ENG,2008-04-16,1924.98352051,1
Everton,ENG,2008-04-16,1853.23999023,1
Aston Villa,ENG,2008-04-16,1805.52380371,1
Portsmouth,ENG,2008-04-16,1804.8026123,1
Tottenham,ENG,2008-04-16,1775.24462891,1
Blackburn,ENG,2008-04-16,1766.19775391,1
Man City,ENG,2008-04-16,1737.82507324,1
Newcastle,ENG,2008-04-16,1718.95690918,1
Middlesbrough,ENG,2008-04-16,1716.68066406,1
West Ham,ENG,2008-04-16,1710.71118164,1
Bolton,ENG,2008-04-16,1683.81542969,1
Sunderland,ENG,2008-04-16,1677.17565918,1
Wigan,ENG,2008-04-16,1673.95751953,1
Reading,ENG,2008-04-16,1668.67199707,1
Birmingham,ENG,2008-04-16,1656.1184082,1
Fulham,ENG,2008-04-16,1648.67126465,1
Derby,ENG,2008-04-16,1520.52062988,1
Man United,ENG,2008-04-26,2018.49780273,1
Chelsea,ENG,2008-04-26,2002.70507812,1
Liverpool,ENG,2008-04-26,1958.74475098,1
Arsenal,ENG,2008-04-26,1927.72192383,1
Everton,ENG,2008-04-26,1846.97790527,1
Aston Villa,ENG,2008-04-26,1812.21179199,1
Portsmouth,ENG,2008-04-26,1793.2253417999998,1
Tottenham,ENG,2008-04-26,1774.4888915999998,1
Blackburn,ENG,2008-04-26,1771.29272461,1
Man City,ENG,2008-04-26,1749.74023438,1
Newcastle,ENG,2008-04-26,1726.82568359,1
West Ham,ENG,2008-04-26,1713.54772949,1
Middlesbrough,ENG,2008-04-26,1706.06604004,1
Bolton,ENG,2008-04-26,1694.76806641,1
Wigan,ENG,2008-04-26,1675.05114746,1
Sunderland,ENG,2008-04-26,1669.64477539,1
Reading,ENG,2008-04-26,1666.27148438,1
Birmingham,ENG,2008-04-26,1649.76831055,1
Fulham,ENG,2008-04-26,1644.85461426,1
Derby,ENG,2008-04-26,1518.02209473,1
Man United,ENG,2008-05-04,2022.1595459000002,1
Chelsea,ENG,2008-05-04,2017.85412598,1
Liverpool,ENG,2008-05-04,1948.3729248,1
Arsenal,ENG,2008-05-04,1932.87036133,1
Everton,ENG,2008-05-04,1845.9420165999998,1
Aston Villa,ENG,2008-05-04,1798.40039062,1
Blackburn,ENG,2008-05-04,1786.18615723,1
Tottenham,ENG,2008-05-04,1779.31188965,1
Portsmouth,ENG,2008-05-04,1772.50622559,1
Man City,ENG,2008-05-04,1739.07006836,1
Newcastle,ENG,2008-05-04,1730.34631348,1
Middlesbrough,ENG,2008-05-04,1712.85009766,1
West Ham,ENG,2008-05-04,1711.39904785,1
Bolton,ENG,2008-05-04,1709.05395508,1
Wigan,ENG,2008-05-04,1693.40881348,1
Sunderland,ENG,2008-05-04,1670.46801758,1
Fulham,ENG,2008-05-04,1668.28344727,1
Reading,ENG,2008-05-04,1663.43701172,1
Birmingham,ENG,2008-05-04,1648.71276855,1
Derby,ENG,2008-05-04,1514.234375,1
Chelsea,ENG,2008-08-22,2014.87255859,1
Man United,ENG,2008-08-22,2013.96569824,1
Liverpool,ENG,2008-08-22,1956.66821289,1
Arsenal,ENG,2008-08-22,1940.21398926,1
Everton,ENG,2008-08-22,1831.27001953,1
Aston Villa,ENG,2008-08-22,1800.26086426,1
Blackburn,ENG,2008-08-22,1777.6920165999998,1
Tottenham,ENG,2008-08-22,1760.98852539,1
Portsmouth,ENG,2008-08-22,1752.55065918,1
Middlesbrough,ENG,2008-08-22,1734.63598633,1
Newcastle,ENG,2008-08-22,1724.56713867,1
Bolton,ENG,2008-08-22,1718.95812988,1
West Ham,ENG,2008-08-22,1713.93664551,1
Man City,ENG,2008-08-22,1696.66796875,1
Wigan,ENG,2008-08-22,1680.18017578,1
Fulham,ENG,2008-08-22,1669.1003418,1
Sunderland,ENG,2008-08-22,1660.09094238,1
West Brom,ENG,2008-08-22,1622.84301758,1
Hull,ENG,2008-08-22,1616.10620117,1
Stoke,ENG,2008-08-22,1595.9642334,1
Man United,ENG,2008-08-30,2020.48291016,1
Chelsea,ENG,2008-08-30,2020.31115723,1
Liverpool,ENG,2008-08-30,1964.13964844,1
Arsenal,ENG,2008-08-30,1931.45373535,1
Everton,ENG,2008-08-30,1838.79968262,1
Aston Villa,ENG,2008-08-30,1791.92333984,1
Blackburn,ENG,2008-08-30,1774.55383301,1
Portsmouth,ENG,2008-08-30,1751.62402344,1
Tottenham,ENG,2008-08-30,1751.3873290999998,1
Middlesbrough,ENG,2008-08-30,1735.27648926,1
Newcastle,ENG,2008-08-30,1733.48132324,1
Man City,ENG,2008-08-30,1716.19274902,1
Bolton,ENG,2008-08-30,1715.63464355,1
West Ham,ENG,2008-08-30,1705.07666016,1
Fulham,ENG,2008-08-30,1684.72229004,1
Wigan,ENG,2008-08-30,1680.33215332,1
Sunderland,ENG,2008-08-30,1675.28271484,1
Hull,ENG,2008-08-30,1624.83496094,1
West Brom,ENG,2008-08-30,1620.90393066,1
Stoke,ENG,2008-08-30,1609.88842773,1
Chelsea,ENG,2008-09-19,2020.29272461,1
Man United,ENG,2008-09-19,2007.0267334000002,1
Liverpool,ENG,2008-09-19,1974.19262695,1
Arsenal,ENG,2008-09-19,1942.2109375,1
Everton,ENG,2008-09-19,1815.31811523,1
Aston Villa,ENG,2008-09-19,1805.11560059,1
Portsmouth,ENG,2008-09-19,1782.29602051,1
Tottenham,ENG,2008-09-19,1750.02026367,1
Blackburn,ENG,2008-09-19,1749.60144043,1
Middlesbrough,ENG,2008-09-19,1733.29589844,1
Man City,ENG,2008-09-19,1729.9296875,1
Newcastle,ENG,2008-09-19,1716.23217773,1
West Ham,ENG,2008-09-19,1710.50109863,1
Bolton,ENG,2008-09-19,1704.11975098,1
Wigan,ENG,2008-09-19,1696.56555176,1
Fulham,ENG,2008-09-19,1691.60864258,1
Sunderland,ENG,2008-09-19,1662.81884766,1
West Brom,ENG,2008-09-19,1633.89453125,1
Hull,ENG,2008-09-19,1618.23669434,1
Stoke,ENG,2008-09-19,1601.55993652,1
Man United,ENG,2008-10-03,2011.90734863,1
Chelsea,ENG,2008-10-03,2011.03405762,1
Liverpool,ENG,2008-10-03,1974.23400879,1
Arsenal,ENG,2008-10-03,1937.48632812,1
Aston Villa,ENG,2008-10-03,1811.828125,1
Everton,ENG,2008-10-03,1788.63269043,1
Portsmouth,ENG,2008-10-03,1770.89990234,1
Blackburn,ENG,2008-10-03,1761.6315917999998,1
Man City,ENG,2008-10-03,1740.27099609,1
Tottenham,ENG,2008-10-03,1740.2479248,1
West Ham,ENG,2008-10-03,1727.04711914,1
Middlesbrough,ENG,2008-10-03,1707.95581055,1
Wigan,ENG,2008-10-03,1706.09558105,1
Newcastle,ENG,2008-10-03,1696.74194336,1
Bolton,ENG,2008-10-03,1694.74902344,1
Fulham,ENG,2008-10-03,1676.03747559,1
Sunderland,ENG,2008-10-03,1669.4161377,1
West Brom,ENG,2008-10-03,1639.11206055,1
Hull,ENG,2008-10-03,1635.60693359,1
Stoke,ENG,2008-10-03,1606.1171875,1
Chelsea,ENG,2008-10-19,2021.46569824,1
Man United,ENG,2008-10-19,2019.11962891,1
Liverpool,ENG,2008-10-19,1980.04736328,1
Arsenal,ENG,2008-10-19,1936.91259766,1
Aston Villa,ENG,2008-10-19,1805.38671875,1
Everton,ENG,2008-10-19,1779.60412598,1
Portsmouth,ENG,2008-10-19,1776.79467773,1
Blackburn,ENG,2008-10-19,1756.97924805,1
Man City,ENG,2008-10-19,1736.09240723,1
Tottenham,ENG,2008-10-19,1727.81555176,1
West Ham,ENG,2008-10-19,1711.72912598,1
Middlesbrough,ENG,2008-10-19,1710.92370605,1
Bolton,ENG,2008-10-19,1709.39208984,1
Newcastle,ENG,2008-10-19,1701.13671875,1
Wigan,ENG,2008-10-19,1694.59204102,1
Sunderland,ENG,2008-10-19,1676.44396973,1
Fulham,ENG,2008-10-19,1667.04699707,1
Hull,ENG,2008-10-19,1648.03930664,1
West Brom,ENG,2008-10-19,1644.39697266,1
Stoke,ENG,2008-10-19,1603.13317871,1
Man United,ENG,2008-10-28,2011.17700195,1
Chelsea,ENG,2008-10-28,2007.07250977,1
Liverpool,ENG,2008-10-28,1985.23608398,1
Arsenal,ENG,2008-10-28,1943.67736816,1
Aston Villa,ENG,2008-10-28,1817.02087402,1
Everton,ENG,2008-10-28,1779.04602051,1
Portsmouth,ENG,2008-10-28,1748.91503906,1
Blackburn,ENG,2008-10-28,1748.62719727,1
Man City,ENG,2008-10-28,1738.40234375,1
Tottenham,ENG,2008-10-28,1713.09863281,1
Middlesbrough,ENG,2008-10-28,1709.23803711,1
Bolton,ENG,2008-10-28,1695.43505859,1
West Ham,ENG,2008-10-28,1693.12145996,1
Newcastle,ENG,2008-10-28,1688.18920898,1
Sunderland,ENG,2008-10-28,1678.24768066,1
Wigan,ENG,2008-10-28,1675.61645508,1
Hull,ENG,2008-10-28,1667.71704102,1
Fulham,ENG,2008-10-28,1666.42907715,1
West Brom,ENG,2008-10-28,1622.62536621,1
Stoke,ENG,2008-10-28,1601.22595215,1
Man United,ENG,2008-11-07,2001.66943359,1
Chelsea,ENG,2008-11-07,1991.63659668,1
Liverpool,ENG,2008-11-07,1962.48803711,1
Arsenal,ENG,2008-11-07,1908.27209473,1
Aston Villa,ENG,2008-11-07,1807.953125,1
Everton,ENG,2008-11-07,1784.23913574,1
Blackburn,ENG,2008-11-07,1735.98022461,1
Tottenham,ENG,2008-11-07,1731.27441406,1
Portsmouth,ENG,2008-11-07,1728.35070801,1
Man City,ENG,2008-11-07,1715.45898438,1
Middlesbrough,ENG,2008-11-07,1709.73632812,1
Newcastle,ENG,2008-11-07,1699.77441406,1
Bolton,ENG,2008-11-07,1691.4954834000002,1
West Ham,ENG,2008-11-07,1687.69213867,1
Wigan,ENG,2008-11-07,1671.84362793,1
Fulham,ENG,2008-11-07,1665.49755859,1
Sunderland,ENG,2008-11-07,1660.9239502,1
Hull,ENG,2008-11-07,1655.8067627,1
Stoke,ENG,2008-11-07,1617.08374023,1
West Brom,ENG,2008-11-07,1612.89343262,1
Chelsea,ENG,2008-11-21,2000.16430664,1
Man United,ENG,2008-11-21,1995.09448242,1
Liverpool,ENG,2008-11-21,1969.47253418,1
Arsenal,ENG,2008-11-21,1899.09692383,1
Aston Villa,ENG,2008-11-21,1813.61303711,1
Everton,ENG,2008-11-21,1790.81994629,1
Portsmouth,ENG,2008-11-21,1736.94702148,1
Tottenham,ENG,2008-11-21,1732.49035645,1
Middlesbrough,ENG,2008-11-21,1725.75476074,1
Blackburn,ENG,2008-11-21,1718.97302246,1
Man City,ENG,2008-11-21,1706.36169434,1
Bolton,ENG,2008-11-21,1695.3939209000002,1
Newcastle,ENG,2008-11-21,1690.0357665999998,1
Fulham,ENG,2008-11-21,1680.6809082000002,1
West Ham,ENG,2008-11-21,1677.02490234,1
Wigan,ENG,2008-11-21,1670.96643066,1
Sunderland,ENG,2008-11-21,1664.30627441,1
Hull,ENG,2008-11-21,1646.54650879,1
Stoke,ENG,2008-11-21,1618.46447754,1
West Brom,ENG,2008-11-21,1607.86291504,1
Man United,ENG,2008-11-29,1997.9173584000002,1
Chelsea,ENG,2008-11-29,1994.95568848,1
Liverpool,ENG,2008-11-29,1970.13903809,1
Arsenal,ENG,2008-11-29,1888.79150391,1
Aston Villa,ENG,2008-11-29,1823.42529297,1
Everton,ENG,2008-11-29,1787.80151367,1
Tottenham,ENG,2008-11-29,1750.46154785,1
Man City,ENG,2008-11-29,1748.57824707,1
Portsmouth,ENG,2008-11-29,1739.67578125,1
Blackburn,ENG,2008-11-29,1719.45239258,1
Middlesbrough,ENG,2008-11-29,1717.17321777,1
Bolton,ENG,2008-11-29,1717.11279297,1
Newcastle,ENG,2008-11-29,1704.53063965,1
Fulham,ENG,2008-11-29,1694.93615723,1
West Ham,ENG,2008-11-29,1692.9510498,1
Wigan,ENG,2008-11-29,1687.12219238,1
Sunderland,ENG,2008-11-29,1661.51745605,1
Hull,ENG,2008-11-29,1657.3013916,1
Stoke,ENG,2008-11-29,1631.24743652,1
West Brom,ENG,2008-11-29,1608.21740723,1
Man United,ENG,2008-12-07,1994.42834473,1
Chelsea,ENG,2008-12-07,1979.4597167999998,1
Liverpool,ENG,2008-12-07,1959.55407715,1
Arsenal,ENG,2008-12-07,1895.49035645,1
Aston Villa,ENG,2008-12-07,1793.60559082,1
Everton,ENG,2008-12-07,1788.18041992,1
Tottenham,ENG,2008-12-07,1733.47387695,1
Man City,ENG,2008-12-07,1732.67504883,1
Portsmouth,ENG,2008-12-07,1730.71923828,1
Bolton,ENG,2008-12-07,1718.16479492,1
Blackburn,ENG,2008-12-07,1699.85266113,1
Middlesbrough,ENG,2008-12-07,1698.63476562,1
Newcastle,ENG,2008-12-07,1694.61413574,1
West Ham,ENG,2008-12-07,1692.1439209000002,1
Fulham,ENG,2008-12-07,1691.06640625,1
Wigan,ENG,2008-12-07,1681.05566406,1
Hull,ENG,2008-12-07,1658.14685059,1
Sunderland,ENG,2008-12-07,1637.43151855,1
Stoke,ENG,2008-12-07,1625.63952637,1
West Brom,ENG,2008-12-07,1595.16003418,1
Man United,ENG,2008-12-20,1970.05212402,1
Chelsea,ENG,2008-12-20,1961.63244629,1
Liverpool,ENG,2008-12-20,1945.71643066,1
Arsenal,ENG,2008-12-20,1869.49121094,1
Aston Villa,ENG,2008-12-20,1788.08105469,1
Everton,ENG,2008-12-20,1776.64147949,1
Tottenham,ENG,2008-12-20,1733.76989746,1
Man City,ENG,2008-12-20,1705.97180176,1
Portsmouth,ENG,2008-12-20,1704.38720703,1
Newcastle,ENG,2008-12-20,1702.5447998,1
Bolton,ENG,2008-12-20,1701.0222167999998,1
Middlesbrough,ENG,2008-12-20,1691.45898438,1
Wigan,ENG,2008-12-20,1682.58825684,1
Fulham,ENG,2008-12-20,1680.38061523,1
West Ham,ENG,2008-12-20,1677.24719238,1
Blackburn,ENG,2008-12-20,1677.16259766,1
Hull,ENG,2008-12-20,1655.41833496,1
Sunderland,ENG,2008-12-20,1637.95031738,1
Stoke,ENG,2008-12-20,1615.16809082,1
West Brom,ENG,2008-12-20,1575.59753418,1
Man United,ENG,2008-12-28,1972.13977051,1
Chelsea,ENG,2008-12-28,1959.66955566,1
Liverpool,ENG,2008-12-28,1949.03759766,1
Arsenal,ENG,2008-12-28,1869.56762695,1
Aston Villa,ENG,2008-12-28,1795.0916748,1
Everton,ENG,2008-12-28,1787.07873535,1
Tottenham,ENG,2008-12-28,1723.86328125,1
Man City,ENG,2008-12-28,1706.40966797,1
Bolton,ENG,2008-12-28,1703.98327637,1
Newcastle,ENG,2008-12-28,1702.56860352,1
Fulham,ENG,2008-12-28,1695.00891113,1
Wigan,ENG,2008-12-28,1689.70996094,1
West Ham,ENG,2008-12-28,1688.77124023,1
Blackburn,ENG,2008-12-28,1686.90368652,1
Portsmouth,ENG,2008-12-28,1679.49401855,1
Middlesbrough,ENG,2008-12-28,1672.50622559,1
Sunderland,ENG,2008-12-28,1654.49499512,1
Hull,ENG,2008-12-28,1627.77880859,1
Stoke,ENG,2008-12-28,1604.30444336,1
West Brom,ENG,2008-12-28,1583.90063477,1
Man United,ENG,2009-01-13,1984.74890137,1
Liverpool,ENG,2009-01-13,1949.60119629,1
Chelsea,ENG,2009-01-13,1943.31555176,1
Arsenal,ENG,2009-01-13,1875.24182129,1
Aston Villa,ENG,2009-01-13,1802.81201172,1
Everton,ENG,2009-01-13,1797.8157959000002,1
Man City,ENG,2009-01-13,1707.58300781,1
Wigan,ENG,2009-01-13,1706.66699219,1
Tottenham,ENG,2009-01-13,1702.90795898,1
Fulham,ENG,2009-01-13,1700.29150391,1
West Ham,ENG,2009-01-13,1695.30859375,1
Newcastle,ENG,2009-01-13,1693.27514648,1
Bolton,ENG,2009-01-13,1690.95666504,1
Blackburn,ENG,2009-01-13,1685.73034668,1
Portsmouth,ENG,2009-01-13,1676.74621582,1
Middlesbrough,ENG,2009-01-13,1668.54101562,1
Sunderland,ENG,2009-01-13,1650.43640137,1
Hull,ENG,2009-01-13,1618.28833008,1
Stoke,ENG,2009-01-13,1606.49707031,1
West Brom,ENG,2009-01-13,1595.51831055,1
Man United,ENG,2009-01-26,1989.52783203,1
Chelsea,ENG,2009-01-26,1944.59179688,1
Liverpool,ENG,2009-01-26,1944.08764648,1
Arsenal,ENG,2009-01-26,1880.16259766,1
Aston Villa,ENG,2009-01-26,1808.4609375,1
Everton,ENG,2009-01-26,1803.3293457000002,1
Man City,ENG,2009-01-26,1714.18359375,1
West Ham,ENG,2009-01-26,1704.80908203,1
Tottenham,ENG,2009-01-26,1700.39086914,1
Wigan,ENG,2009-01-26,1698.28393555,1
Blackburn,ENG,2009-01-26,1697.29431152,1
Fulham,ENG,2009-01-26,1690.79101562,1
Bolton,ENG,2009-01-26,1687.96020508,1
Newcastle,ENG,2009-01-26,1681.71130371,1
Portsmouth,ENG,2009-01-26,1679.26330566,1
Middlesbrough,ENG,2009-01-26,1653.96655273,1
Sunderland,ENG,2009-01-26,1644.78747559,1
Hull,ENG,2009-01-26,1613.36743164,1
West Brom,ENG,2009-01-26,1610.09277344,1
Stoke,ENG,2009-01-26,1605.2208252,1
Man United,ENG,2009-02-06,1996.52844238,1
Liverpool,ENG,2009-02-06,1948.91894531,1
Chelsea,ENG,2009-02-06,1937.24914551,1
Arsenal,ENG,2009-02-06,1873.94287109,1
Aston Villa,ENG,2009-02-06,1810.05895996,1
Everton,ENG,2009-02-06,1800.88989258,1
West Ham,ENG,2009-02-06,1716.83764648,1
Man City,ENG,2009-02-06,1710.27844238,1
Wigan,ENG,2009-02-06,1707.7611084000002,1
Tottenham,ENG,2009-02-06,1699.68640137,1
Bolton,ENG,2009-02-06,1696.91491699,1
Blackburn,ENG,2009-02-06,1695.81640625,1
Fulham,ENG,2009-02-06,1692.02111816,1
Newcastle,ENG,2009-02-06,1673.54907227,1
Portsmouth,ENG,2009-02-06,1664.0411377,1
Sunderland,ENG,2009-02-06,1655.05432129,1
Middlesbrough,ENG,2009-02-06,1651.0690918,1
Stoke,ENG,2009-02-06,1608.57470703,1
West Brom,ENG,2009-02-06,1607.7701416,1
Hull,ENG,2009-02-06,1605.32019043,1
Man United,ENG,2009-02-20,1999.05175781,1
Liverpool,ENG,2009-02-20,1948.80651855,1
Chelsea,ENG,2009-02-20,1925.7701415999998,1
Arsenal,ENG,2009-02-20,1867.55749512,1
Aston Villa,ENG,2009-02-20,1811.87585449,1
Everton,ENG,2009-02-20,1804.85119629,1
West Ham,ENG,2009-02-20,1710.27038574,1
Man City,ENG,2009-02-20,1704.546875,1
Wigan,ENG,2009-02-20,1702.11242676,1
Tottenham,ENG,2009-02-20,1689.20227051,1
Fulham,ENG,2009-02-20,1688.49279785,1
Bolton,ENG,2009-02-20,1686.34313965,1
Blackburn,ENG,2009-02-20,1683.01489258,1
Newcastle,ENG,2009-02-20,1678.23596191,1
Portsmouth,ENG,2009-02-20,1668.7755127,1
Sunderland,ENG,2009-02-20,1659.34082031,1
Middlesbrough,ENG,2009-02-20,1642.70227051,1
Hull,ENG,2009-02-20,1610.18859863,1
Stoke,ENG,2009-02-20,1597.6776123,1
West Brom,ENG,2009-02-20,1596.47277832,1
Man United,ENG,2009-02-28,2001.04968262,1
Liverpool,ENG,2009-02-28,1950.0994873,1
Chelsea,ENG,2009-02-28,1936.59521484,1
Arsenal,ENG,2009-02-28,1865.62426758,1
Everton,ENG,2009-02-28,1803.40673828,1
Aston Villa,ENG,2009-02-28,1789.35021973,1
Man City,ENG,2009-02-28,1716.25537109,1
West Ham,ENG,2009-02-28,1703.5670165999998,1
Wigan,ENG,2009-02-28,1702.63208008,1
Fulham,ENG,2009-02-28,1694.91223145,1
Bolton,ENG,2009-02-28,1693.57275391,1
Tottenham,ENG,2009-02-28,1692.74609375,1
Blackburn,ENG,2009-02-28,1681.92333984,1
Newcastle,ENG,2009-02-28,1680.20690918,1
Portsmouth,ENG,2009-02-28,1668.9588623,1
Sunderland,ENG,2009-02-28,1666.22167969,1
Middlesbrough,ENG,2009-02-28,1642.70910645,1
Hull,ENG,2009-02-28,1602.87768555,1
Stoke,ENG,2009-02-28,1598.02075195,1
West Brom,ENG,2009-02-28,1590.57971191,1
Man United,ENG,2009-03-10,2003.60595703,1
Chelsea,ENG,2009-03-10,1942.30078125,1
Liverpool,ENG,2009-03-10,1932.7644042999998,1
Arsenal,ENG,2009-03-10,1864.42736816,1
Everton,ENG,2009-03-10,1805.20019531,1
Aston Villa,ENG,2009-03-10,1771.21166992,1
Man City,ENG,2009-03-10,1721.35766602,1
West Ham,ENG,2009-03-10,1719.92333984,1
Tottenham,ENG,2009-03-10,1705.03601074,1
Blackburn,ENG,2009-03-10,1691.02746582,1
Wigan,ENG,2009-03-10,1690.7857665999998,1
Fulham,ENG,2009-03-10,1688.51330566,1
Bolton,ENG,2009-03-10,1687.02526855,1
Newcastle,ENG,2009-03-10,1671.50817871,1
Portsmouth,ENG,2009-03-10,1665.48339844,1
Sunderland,ENG,2009-03-10,1662.95898438,1
Middlesbrough,ENG,2009-03-10,1651.01708984,1
Stoke,ENG,2009-03-10,1617.00695801,1
Hull,ENG,2009-03-10,1607.65881348,1
West Brom,ENG,2009-03-10,1582.49694824,1
Man United,ENG,2009-03-20,1996.20117188,1
Liverpool,ENG,2009-03-20,1970.38244629,1
Chelsea,ENG,2009-03-20,1952.24072266,1
Arsenal,ENG,2009-03-20,1868.45117188,1
Everton,ENG,2009-03-20,1813.23181152,1
Aston Villa,ENG,2009-03-20,1764.05004883,1
Tottenham,ENG,2009-03-20,1720.46569824,1
West Ham,ENG,2009-03-20,1718.85949707,1
Man City,ENG,2009-03-20,1718.04907227,1
Wigan,ENG,2009-03-20,1704.15686035,1
Blackburn,ENG,2009-03-20,1698.69104004,1
Fulham,ENG,2009-03-20,1697.10632324,1
Bolton,ENG,2009-03-20,1676.75891113,1
Newcastle,ENG,2009-03-20,1675.74316406,1
Portsmouth,ENG,2009-03-20,1671.12817383,1
Sunderland,ENG,2009-03-20,1657.85583496,1
Middlesbrough,ENG,2009-03-20,1653.64038086,1
Stoke,ENG,2009-03-20,1617.2434082,1
Hull,ENG,2009-03-20,1611.69177246,1
West Brom,ENG,2009-03-20,1591.82885742,1
Man United,ENG,2009-04-10,1967.80651855,1
Liverpool,ENG,2009-04-10,1959.30322266,1
Chelsea,ENG,2009-04-10,1957.07592773,1
Arsenal,ENG,2009-04-10,1878.41638184,1
Everton,ENG,2009-04-10,1808.17724609,1
Aston Villa,ENG,2009-04-10,1752.1348877,1
West Ham,ENG,2009-04-10,1723.19604492,1
Tottenham,ENG,2009-04-10,1721.58312988,1
Fulham,ENG,2009-04-10,1709.3894042999998,1
Man City,ENG,2009-04-10,1705.69458008,1
Blackburn,ENG,2009-04-10,1700.69946289,1
Wigan,ENG,2009-04-10,1695.55114746,1
Bolton,ENG,2009-04-10,1682.22399902,1
Portsmouth,ENG,2009-04-10,1677.05444336,1
Newcastle,ENG,2009-04-10,1659.99719238,1
Sunderland,ENG,2009-04-10,1641.69348145,1
Stoke,ENG,2009-04-10,1633.24707031,1
Middlesbrough,ENG,2009-04-10,1632.15148926,1
Hull,ENG,2009-04-10,1603.49902344,1
West Brom,ENG,2009-04-10,1575.92224121,1
Man United,ENG,2009-04-20,1989.5802002,1
Liverpool,ENG,2009-04-20,1969.22839355,1
Chelsea,ENG,2009-04-20,1965.734375,1
Arsenal,ENG,2009-04-20,1903.95043945,1
Everton,ENG,2009-04-20,1814.95800781,1
Aston Villa,ENG,2009-04-20,1755.72692871,1
Tottenham,ENG,2009-04-20,1739.61328125,1
Fulham,ENG,2009-04-20,1729.21704102,1
West Ham,ENG,2009-04-20,1725.90551758,1
Man City,ENG,2009-04-20,1703.61315918,1
Blackburn,ENG,2009-04-20,1695.30529785,1
Wigan,ENG,2009-04-20,1693.00439453,1
Portsmouth,ENG,2009-04-20,1685.8692627,1
Bolton,ENG,2009-04-20,1680.30749512,1
Newcastle,ENG,2009-04-20,1662.73950195,1
Sunderland,ENG,2009-04-20,1651.14233398,1
Middlesbrough,ENG,2009-04-20,1647.51977539,1
Stoke,ENG,2009-04-20,1646.93029785,1
Hull,ENG,2009-04-20,1596.31506348,1
West Brom,ENG,2009-04-20,1581.29504395,1
Man United,ENG,2009-04-26,1995.04760742,1
Liverpool,ENG,2009-04-26,1968.33068848,1
Chelsea,ENG,2009-04-26,1964.3182373,1
Arsenal,ENG,2009-04-26,1907.58105469,1
Everton,ENG,2009-04-26,1807.84838867,1
Aston Villa,ENG,2009-04-26,1755.4453125,1
Tottenham,ENG,2009-04-26,1736.22363281,1
Fulham,ENG,2009-04-26,1733.93383789,1
West Ham,ENG,2009-04-26,1721.78527832,1
Man City,ENG,2009-04-26,1716.25915527,1
Blackburn,ENG,2009-04-26,1695.30529785,1
Wigan,ENG,2009-04-26,1693.00439453,1
Portsmouth,ENG,2009-04-26,1683.79138184,1
