Club,Country,Date,Elo,Level
Man United,ENG,2007-01-30,1932.55322266,1
Liverpool,ENG,2007-01-30,1904.8704834000002,1
Arsenal,ENG,2007-01-30,1904.50354004,1
Tottenham,ENG,2007-01-30,1778.95996094,1
Newcastle,ENG,2007-01-30,1767.53149414,1
Bolton,ENG,2007-01-30,1766.10168457,1
Blackburn,ENG,2007-01-30,1760.56237793,1
Everton,ENG,2007-01-30,1741.47888184,1
Middlesbrough,ENG,2007-01-30,1733.06152344,1
Portsmouth,ENG,2007-01-30,1717.42529297,1
Reading,ENG,2007-01-30,1715.79589844,1
Fulham,ENG,2007-01-30,1696.21801758,1
Aston Villa,ENG,2007-01-30,1695.87463379,1
Man City,ENG,2007-01-30,1682.23876953,1
Wigan,ENG,2007-01-30,1640.16333008,1
Charlton,ENG,2007-01-30,1626.67956543,1
West Ham,ENG,2007-01-30,1614.80651855,1
Sheffield United,ENG,2007-01-30,1612.04602051,1
Watford,ENG,2007-01-30,1598.53710938,1
Chelsea,ENG,2007-02-10,1961.45739746,1
Man United,ENG,2007-02-10,1946.95166016,1
Liverpool,ENG,2007-02-10,1902.07324219,1
Arsenal,ENG,2007-02-10,1902.02514648,1
Tottenham,ENG,2007-02-10,1766.80334473,1
Bolton,ENG,2007-02-10,1766.48474121,1
Newcastle,ENG,2007-02-10,1765.81140137,1
Blackburn,ENG,2007-02-10,1759.64733887,1
Everton,ENG,2007-02-10,1747.61621094,1
Middlesbrough,ENG,2007-02-10,1737.39172363,1
Reading,ENG,2007-02-10,1733.28747559,1
Portsmouth,ENG,2007-02-10,1707.57580566,1
Aston Villa,ENG,2007-02-10,1693.76965332,1
Fulham,ENG,2007-02-10,1692.89916992,1
Man City,ENG,2007-02-10,1669.13256836,1
Wigan,ENG,2007-02-10,1643.7755127,1
Charlton,ENG,2007-02-10,1629.47143555,1
Sheffield United,ENG,2007-02-10,1620.16418457,1
West Ham,ENG,2007-02-10,1607.11340332,1
Watford,ENG,2007-02-10,1590.31958008,1
Chelsea,ENG,2007-03-02,1966.81298828,1
Man United,ENG,2007-03-02,1956.81518555,1
Liverpool,ENG,2007-03-02,1908.41943359,1
Arsenal,ENG,2007-03-02,1897.83776855,1
Tottenham,ENG,2007-03-02,1777.87036133,1
Newcastle,ENG,2007-03-02,1767.88085938,1
Bolton,ENG,2007-03-02,1760.47900391,1
Everton,ENG,2007-03-02,1755.37658691,1
Blackburn,ENG,2007-03-02,1748.79406738,1
Middlesbrough,ENG,2007-03-02,1740.06787109,1
Reading,ENG,2007-03-02,1734.54663086,1
Portsmouth,ENG,2007-03-02,1703.52404785,1
Aston Villa,ENG,2007-03-02,1686.52746582,1
Fulham,ENG,2007-03-02,1684.8449707000002,1
Man City,ENG,2007-03-02,1663.92053223,1
Wigan,ENG,2007-03-02,1652.62451172,1
Charlton,ENG,2007-03-02,1638.70825195,1
Sheffield United,ENG,2007-03-02,1626.8503418,1
Watford,ENG,2007-03-02,1588.59570312,1
West Ham,ENG,2007-03-02,1585.72277832,1
Chelsea,ENG,2007-03-17,1975.27819824,1
Man United,ENG,2007-03-17,1963.91870117,1
Liverpool,ENG,2007-03-17,1893.21960449,1
Arsenal,ENG,2007-03-17,1892.6484375,1
Tottenham,ENG,2007-03-17,1785.9473877,1
Blackburn,ENG,2007-03-17,1756.05932617,1
Newcastle,ENG,2007-03-17,1752.95202637,1
Everton,ENG,2007-03-17,1750.84985352,1
Bolton,ENG,2007-03-17,1746.63134766,1
Middlesbrough,ENG,2007-03-17,1739.9239502,1
Reading,ENG,2007-03-17,1728.46582031,1
Portsmouth,ENG,2007-03-17,1694.71618652,1
Aston Villa,ENG,2007-03-17,1680.51098633,1
Fulham,ENG,2007-03-17,1679.19042969,1
Wigan,ENG,2007-03-17,1659.96801758,1
Man City,ENG,2007-03-17,1647.07495117,1
Charlton,ENG,2007-03-17,1636.42858887,1
Sheffield United,ENG,2007-03-17,1624.7947998,1
Watford,ENG,2007-03-17,1584.29296875,1
West Ham,ENG,2007-03-17,1577.24157715,1
Chelsea,ENG,2007-04-05,1974.37463379,1
Man United,ENG,2007-04-05,1967.8840332000002,1
Liverpool,ENG,2007-04-05,1912.05053711,1
Arsenal,ENG,2007-04-05,1872.79406738,1
Tottenham,ENG,2007-04-05,1794.48791504,1
Everton,ENG,2007-04-05,1761.46362305,1
Bolton,ENG,2007-04-05,1747.15100098,1
Blackburn,ENG,2007-04-05,1739.48693848,1
Newcastle,ENG,2007-04-05,1728.83105469,1
Reading,ENG,2007-04-05,1721.39013672,1
Middlesbrough,ENG,2007-04-05,1709.57910156,1
Portsmouth,ENG,2007-04-05,1700.24743652,1
Aston Villa,ENG,2007-04-05,1684.77624512,1
Fulham,ENG,2007-04-05,1679.73693848,1
Man City,ENG,2007-04-05,1677.56433105,1
Charlton,ENG,2007-04-05,1656.15234375,1
Wigan,ENG,2007-04-05,1652.56237793,1
Sheffield United,ENG,2007-04-05,1619.97009277,1
West Ham,ENG,2007-04-05,1604.74511719,1
Watford,ENG,2007-04-05,1579.75830078,1
Chelsea,ENG,2007-04-14,1995.68566895,1
Man United,ENG,2007-04-14,1977.8359375,1
Liverpool,ENG,2007-04-14,1923.99572754,1
Arsenal,ENG,2007-04-14,1863.05383301,1
Tottenham,ENG,2007-04-14,1791.8425292999998,1
Everton,ENG,2007-04-14,1777.44873047,1
Bolton,ENG,2007-04-14,1762.81860352,1
Newcastle,ENG,2007-04-14,1744.15319824,1
Blackburn,ENG,2007-04-14,1734.67382812,1
Reading,ENG,2007-04-14,1723.3314209000002,1
Middlesbrough,ENG,2007-04-14,1722.28259277,1
Portsmouth,ENG,2007-04-14,1705.80712891,1
Aston Villa,ENG,2007-04-14,1699.41015625,1
Man City,ENG,2007-04-14,1695.56628418,1
Charlton,ENG,2007-04-14,1665.20080566,1
Fulham,ENG,2007-04-14,1664.84375,1
Wigan,ENG,2007-04-14,1652.05065918,1
West Ham,ENG,2007-04-14,1626.60974121,1
Sheffield United,ENG,2007-04-14,1619.35986328,1
Watford,ENG,2007-04-14,1594.25744629,1
Chelsea,ENG,2007-04-21,1999.21362305,1
Man United,ENG,2007-04-21,1979.30407715,1
Liverpool,ENG,2007-04-21,1923.10339355,1
Arsenal,ENG,2007-04-21,1871.28125,1
Tottenham,ENG,2007-04-21,1790.03564453,1
Everton,ENG,2007-04-21,1781.3104248,1
Bolton,ENG,2007-04-21,1758.78503418,1
Blackburn,ENG,2007-04-21,1739.34558105,1
Newcastle,ENG,2007-04-21,1737.02624512,1
Reading,ENG,2007-04-21,1728.14660645,1
Aston Villa,ENG,2007-04-21,1714.50256348,1
Portsmouth,ENG,2007-04-21,1712.93408203,1
Middlesbrough,ENG,2007-04-21,1703.9864502,1
Man City,ENG,2007-04-21,1695.46850586,1
Charlton,ENG,2007-04-21,1661.33911133,1
Fulham,ENG,2007-04-21,1660.02856445,1
Wigan,ENG,2007-04-21,1653.85766602,1
Sheffield United,ENG,2007-04-21,1628.97387695,1
West Ham,ENG,2007-04-21,1611.99963379,1
Watford,ENG,2007-04-21,1589.58569336,1
Chelsea,ENG,2007-05-04,1977.52209473,1
Man United,ENG,2007-05-04,1950.87597656,1
Liverpool,ENG,2007-05-04,1910.18884277,1
Arsenal,ENG,2007-05-04,1867.69909668,1
Tottenham,ENG,2007-05-04,1791.43334961,1
Everton,ENG,2007-05-04,1757.13891602,1
Bolton,ENG,2007-05-04,1744.2265625,1
Reading,ENG,2007-05-04,1742.98425293,1
Blackburn,ENG,2007-05-04,1740.16101074,1
Newcastle,ENG,2007-05-04,1728.99438477,1
Portsmouth,ENG,2007-05-04,1719.87841797,1
Aston Villa,ENG,2007-05-04,1719.56115723,1
Middlesbrough,ENG,2007-05-04,1697.01037598,1
Man City,ENG,2007-05-04,1673.97143555,1
Fulham,ENG,2007-05-04,1650.19958496,1
Charlton,ENG,2007-05-04,1644.0567627,1
West Ham,ENG,2007-05-04,1634.44384766,1
Sheffield United,ENG,2007-05-04,1630.63427734,1
Wigan,ENG,2007-05-04,1626.08886719,1
Watford,ENG,2007-05-04,1578.4440918,1
Chelsea,ENG,2007-05-09,1976.57727051,1
Man United,ENG,2007-05-09,1954.34875488,1
Liverpool,ENG,2007-05-09,1897.51818848,1
Arsenal,ENG,2007-05-09,1868.64404297,1
Tottenham,ENG,2007-05-09,1800.02331543,1
Everton,ENG,2007-05-09,1766.49267578,1
Blackburn,ENG,2007-05-09,1754.14013672,1
Bolton,ENG,2007-05-09,1731.84106445,1
Aston Villa,ENG,2007-05-09,1726.96984863,1
Reading,ENG,2007-05-09,1723.89221191,1
Newcastle,ENG,2007-05-09,1715.01525879,1
Portsmouth,ENG,2007-05-09,1710.5246582000002,1
Middlesbrough,ENG,2007-05-09,1705.26916504,1
Man City,ENG,2007-05-09,1670.49865723,1
Fulham,ENG,2007-05-09,1662.87023926,1
West Ham,ENG,2007-05-09,1646.8293457,1
Charlton,ENG,2007-05-09,1635.4666748,1
Sheffield United,ENG,2007-05-09,1623.22558594,1
Wigan,ENG,2007-05-09,1617.83007812,1
Watford,ENG,2007-05-09,1597.53613281,1
Chelsea,ENG,2007-08-13,1965.67944336,1
Man United,ENG,2007-08-13,1932.25097656,1
Liverpool,ENG,2007-08-13,1885.09094238,1
Arsenal,ENG,2007-08-13,1865.98803711,1
Tottenham,ENG,2007-08-13,1787.32507324,1
Everton,ENG,2007-08-13,1773.84069824,1
Blackburn,ENG,2007-08-13,1760.58508301,1
Reading,ENG,2007-08-13,1730.88781738,1
Newcastle,ENG,2007-08-13,1725.77758789,1
Aston Villa,ENG,2007-08-13,1720.41699219,1
Bolton,ENG,2007-08-13,1712.25976562,1
Portsmouth,ENG,2007-08-13,1708.33581543,1
Middlesbrough,ENG,2007-08-13,1701.2767334000002,1
Man City,ENG,2007-08-13,1678.30297852,1
Fulham,ENG,2007-08-13,1650.35766602,1
West Ham,ENG,2007-08-13,1645.5513916,1
Sunderland,ENG,2007-08-13,1641.24060059,1
Wigan,ENG,2007-08-13,1621.9708252,1
Birmingham,ENG,2007-08-13,1616.90563965,1
Derby,ENG,2007-08-13,1573.75891113,1
Chelsea,ENG,2007-08-24,1971.39953613,1
Man United,ENG,2007-08-24,1917.4630127,1
Liverpool,ENG,2007-08-24,1890.5357665999998,1
Arsenal,ENG,2007-08-24,1870.22143555,1
Everton,ENG,2007-08-24,1781.98815918,1
Tottenham,ENG,2007-08-24,1780.2199707000002,1
Blackburn,ENG,2007-08-24,1763.99926758,1
Reading,ENG,2007-08-24,1737.00866699,1
Newcastle,ENG,2007-08-24,1725.87866211,1
Aston Villa,ENG,2007-08-24,1724.51855469,1
Portsmouth,ENG,2007-08-24,1723.55541992,1
Middlesbrough,ENG,2007-08-24,1703.66711426,1
Bolton,ENG,2007-08-24,1697.5682373,1
Man City,ENG,2007-08-24,1697.25195312,1
West Ham,ENG,2007-08-24,1656.66650391,1
Fulham,ENG,2007-08-24,1651.69372559,1
Wigan,ENG,2007-08-24,1644.27380371,1
Sunderland,ENG,2007-08-24,1632.72875977,1
Birmingham,ENG,2007-08-24,1608.86791992,1
Derby,ENG,2007-08-24,1566.69030762,1
Chelsea,ENG,2007-09-14,1957.33862305,1
Man United,ENG,2007-09-14,1924.11364746,1
Liverpool,ENG,2007-09-14,1903.70019531,1
Arsenal,ENG,2007-09-14,1881.47399902,1
Everton,ENG,2007-09-14,1789.4753417999998,1
Tottenham,ENG,2007-09-14,1776.93005371,1
Blackburn,ENG,2007-09-14,1773.34143066,1
Aston Villa,ENG,2007-09-14,1748.92871094,1
Newcastle,ENG,2007-09-14,1733.64758301,1
Portsmouth,ENG,2007-09-14,1718.73901367,1
Middlesbrough,ENG,2007-09-14,1710.47717285,1
Reading,ENG,2007-09-14,1706.19897461,1
Bolton,ENG,2007-09-14,1703.9119873,1
Man City,ENG,2007-09-14,1691.1114502,1
West Ham,ENG,2007-09-14,1676.14343262,1
Fulham,ENG,2007-09-14,1650.38500977,1
Wigan,ENG,2007-09-14,1643.6965332,1
Sunderland,ENG,2007-09-14,1627.8560791,1
Birmingham,ENG,2007-09-14,1613.05383301,1
Derby,ENG,2007-09-14,1556.8347168,1
Chelsea,ENG,2007-09-22,1940.26025391,1
Man United,ENG,2007-09-22,1935.50073242,1
Arsenal,ENG,2007-09-22,1901.09228516,1
Liverpool,ENG,2007-09-22,1899.41821289,1
Everton,ENG,2007-09-22,1776.96118164,1
Tottenham,ENG,2007-09-22,1767.26538086,1
Blackburn,ENG,2007-09-22,1766.62316895,1
Aston Villa,ENG,2007-09-22,1739.36853027,1
Newcastle,ENG,2007-09-22,1721.16894531,1
Portsmouth,ENG,2007-09-22,1720.29882812,1
Man City,ENG,2007-09-22,1697.41748047,1
Middlesbrough,ENG,2007-09-22,1696.53356934,1
Reading,ENG,2007-09-22,1696.25512695,1
Bolton,ENG,2007-09-22,1693.28295898,1
West Ham,ENG,2007-09-22,1686.83288574,1
Fulham,ENG,2007-09-22,1650.56713867,1
Wigan,ENG,2007-09-22,1640.26025391,1
Sunderland,ENG,2007-09-22,1634.54577637,1
Birmingham,ENG,2007-09-22,1620.05126953,1
Derby,ENG,2007-09-22,1566.0592041,1
Man United,ENG,2007-10-05,1948.87255859,1
Chelsea,ENG,2007-10-05,1931.58544922,1
Arsenal,ENG,2007-10-05,1910.52941895,1
Liverpool,ENG,2007-10-05,1878.84423828,1
Everton,ENG,2007-10-05,1777.85620117,1
Tottenham,ENG,2007-10-05,1762.99438477,1
Aston Villa,ENG,2007-10-05,1750.46716309,1
Blackburn,ENG,2007-10-05,1745.7545165999998,1
Portsmouth,ENG,2007-10-05,1739.42382812,1
Newcastle,ENG,2007-10-05,1717.17028809,1
Man City,ENG,2007-10-05,1706.61450195,1
Bolton,ENG,2007-10-05,1691.55737305,1
Reading,ENG,2007-10-05,1690.02099609,1
Middlesbrough,ENG,2007-10-05,1684.5267334000002,1
West Ham,ENG,2007-10-05,1672.94396973,1
Fulham,ENG,2007-10-05,1655.89819336,1
Sunderland,ENG,2007-10-05,1629.6496582,1
Wigan,ENG,2007-10-05,1629.6472168,1
Birmingham,ENG,2007-10-05,1623.17675781,1
Derby,ENG,2007-10-05,1563.35083008,1
Man United,ENG,2007-10-21,1960.29760742,1
Chelsea,ENG,2007-10-21,1941.19299316,1
Arsenal,ENG,2007-10-21,1915.05908203,1
Liverpool,ENG,2007-10-21,1881.2598877,1
Tottenham,ENG,2007-10-21,1768.0065917999998,1
Everton,ENG,2007-10-21,1762.59326172,1
Portsmouth,ENG,2007-10-21,1759.84436035,1
Blackburn,ENG,2007-10-21,1756.4609375,1
Aston Villa,ENG,2007-10-21,1746.16650391,1
Newcastle,ENG,2007-10-21,1725.00524902,1
Man City,ENG,2007-10-21,1719.00671387,1
Reading,ENG,2007-10-21,1686.53210449,1
Bolton,ENG,2007-10-21,1684.39099121,1
Middlesbrough,ENG,2007-10-21,1670.95300293,1
West Ham,ENG,2007-10-21,1668.37792969,1
Fulham,ENG,2007-10-21,1640.72802734,1
Sunderland,ENG,2007-10-21,1628.09777832,1
Wigan,ENG,2007-10-21,1617.49401855,1
Birmingham,ENG,2007-10-21,1615.23010254,1
Derby,ENG,2007-10-21,1564.18676758,1
Man United,ENG,2007-11-03,1963.26855469,1
Chelsea,ENG,2007-11-03,1945.39599609,1
Arsenal,ENG,2007-11-03,1915.1159667999998,1
Liverpool,ENG,2007-11-03,1863.6472167999998,1
Everton,ENG,2007-11-03,1766.38989258,1
Blackburn,ENG,2007-11-03,1761.61608887,1
Portsmouth,ENG,2007-11-03,1751.10668945,1
Aston Villa,ENG,2007-11-03,1741.98376465,1
Tottenham,ENG,2007-11-03,1733.23962402,1
Newcastle,ENG,2007-11-03,1723.18688965,1
Man City,ENG,2007-11-03,1709.0435790999998,1
Reading,ENG,2007-11-03,1689.42871094,1
West Ham,ENG,2007-11-03,1675.62988281,1
Bolton,ENG,2007-11-03,1675.1932373,1
Middlesbrough,ENG,2007-11-03,1663.96203613,1
Fulham,ENG,2007-11-03,1637.75878906,1
Birmingham,ENG,2007-11-03,1617.18493652,1
Sunderland,ENG,2007-11-03,1614.58178711,1
Wigan,ENG,2007-11-03,1606.55371094,1
Derby,ENG,2007-11-03,1552.59020996,1
Man United,ENG,2007-11-11,1972.21630859,1
Chelsea,ENG,2007-11-11,1952.09973145,1
Arsenal,ENG,2007-11-11,1915.7208252,1
Liverpool,ENG,2007-11-11,1877.43493652,1
Everton,ENG,2007-11-11,1786.77587891,1
Portsmouth,ENG,2007-11-11,1773.46643066,1
Blackburn,ENG,2007-11-11,1768.55151367,1
Aston Villa,ENG,2007-11-11,1751.78833008,1
Tottenham,ENG,2007-11-11,1743.9050292999998,1
Man City,ENG,2007-11-11,1719.47546387,1
Newcastle,ENG,2007-11-11,1712.3236084000002,1
West Ham,ENG,2007-11-11,1694.51013184,1
Bolton,ENG,2007-11-11,1689.53894043,1
Reading,ENG,2007-11-11,1685.17431641,1
Middlesbrough,ENG,2007-11-11,1669.95629883,1
Fulham,ENG,2007-11-11,1651.1192627,1
Birmingham,ENG,2007-11-11,1618.7668457,1
Sunderland,ENG,2007-11-11,1617.27172852,1
Wigan,ENG,2007-11-11,1609.06799316,1
Derby,ENG,2007-11-11,1540.34033203,1
Man United,ENG,2007-11-30,1963.59924316,1
Chelsea,ENG,2007-11-30,1952.86523438,1
Arsenal,ENG,2007-11-30,1913.15917969,1
Liverpool,ENG,2007-11-30,1894.11352539,1
Everton,ENG,2007-11-30,1799.26940918,1
Aston Villa,ENG,2007-11-30,1790.12341309,1
Portsmouth,ENG,2007-11-30,1777.84020996,1
Tottenham,ENG,2007-11-30,1752.39367676,1
Blackburn,ENG,2007-11-30,1744.15441895,1
Man City,ENG,2007-11-30,1727.91601562,1
Newcastle,ENG,2007-11-30,1702.0994873,1
West Ham,ENG,2007-11-30,1693.8293457000002,1
Bolton,ENG,2007-11-30,1693.23181152,1
Reading,ENG,2007-11-30,1673.59765625,1
Middlesbrough,ENG,2007-11-30,1659.10510254,1
Fulham,ENG,2007-11-30,1652.09436035,1
Sunderland,ENG,2007-11-30,1609.91442871,1
Birmingham,ENG,2007-11-30,1603.68908691,1
Wigan,ENG,2007-11-30,1600.0736084,1
Derby,ENG,2007-11-30,1537.55175781,1
Man United,ENG,2007-12-07,1968.06396484,1
Chelsea,ENG,2007-12-07,1957.28833008,1
Arsenal,ENG,2007-12-07,1917.64086914,1
Liverpool,ENG,2007-12-07,1901.91430664,1
Everton,ENG,2007-12-07,1806.1505127,1
Aston Villa,ENG,2007-12-07,1786.12658691,1
Portsmouth,ENG,2007-12-07,1779.14782715,1
Blackburn,ENG,2007-12-07,1754.47302246,1
Tottenham,ENG,2007-12-07,1740.25170898,1
Man City,ENG,2007-12-07,1728.53930664,1
Newcastle,ENG,2007-12-07,1701.22912598,1
Bolton,ENG,2007-12-07,1696.64782715,1
West Ham,ENG,2007-12-07,1694.37255859,1
Reading,ENG,2007-12-07,1673.90148926,1
Middlesbrough,ENG,2007-12-07,1663.76782227,1
Fulham,ENG,2007-12-07,1652.59606934,1
Birmingham,ENG,2007-12-07,1619.26025391,1
Sunderland,ENG,2007-12-07,1617.28649902,1
Wigan,ENG,2007-12-07,1604.41674805,1
Derby,ENG,2007-12-07,1535.14599609,1
Man United,ENG,2007-12-21,1979.33483887,1
Chelsea,ENG,2007-12-21,1947.80004883,1
Arsenal,ENG,2007-12-21,1917.28637695,1
Liverpool,ENG,2007-12-21,1891.2956542999998,1
Everton,ENG,2007-12-21,1830.78930664,1
Portsmouth,ENG,2007-12-21,1785.6697998,1
Aston Villa,ENG,2007-12-21,1772.86462402,1
Tottenham,ENG,2007-12-21,1760.44873047,1
Man City,ENG,2007-12-21,1734.42358398,1
Blackburn,ENG,2007-12-21,1732.07189941,1
Newcastle,ENG,2007-12-21,1717.4185790999998,1
West Ham,ENG,2007-12-21,1699.23547363,1
Bolton,ENG,2007-12-21,1699.02600098,1
Reading,ENG,2007-12-21,1693.98754883,1
Middlesbrough,ENG,2007-12-21,1685.76782227,1
Fulham,ENG,2007-12-21,1642.1217041,1
Sunderland,ENG,2007-12-21,1621.53625488,1
Birmingham,ENG,2007-12-21,1618.19921875,1
Wigan,ENG,2007-12-21,1614.35778809,1
Derby,ENG,2007-12-21,1531.34350586,1
Man United,ENG,2007-12-28,1986.62023926,1
Chelsea,ENG,2007-12-28,1946.18286133,1
Arsenal,ENG,2007-12-28,1918.19116211,1
Liverpool,ENG,2007-12-28,1900.7767334000002,1
Everton,ENG,2007-12-28,1832.92504883,1
Portsmouth,ENG,2007-12-28,1780.52954102,1
Aston Villa,ENG,2007-12-28,1776.15490723,1
Tottenham,ENG,2007-12-28,1764.91040039,1
Man City,ENG,2007-12-28,1735.10534668,1
Blackburn,ENG,2007-12-28,1729.71691895,1
West Ham,ENG,2007-12-28,1706.5324707000002,1
Newcastle,ENG,2007-12-28,1702.50463867,1
Bolton,ENG,2007-12-28,1701.85498047,1
Reading,ENG,2007-12-28,1700.86523438,1
Middlesbrough,ENG,2007-12-28,1662.02770996,1
Fulham,ENG,2007-12-28,1631.99682617,1
Wigan,ENG,2007-12-28,1625.6138916,1
Birmingham,ENG,2007-12-28,1624.26611328,1
Sunderland,ENG,2007-12-28,1612.7845459,1
Derby,ENG,2007-12-28,1535.41906738,1
Man United,ENG,2008-01-11,1974.3885498,1
Chelsea,ENG,2008-01-11,1950.96911621,1
Arsenal,ENG,2008-01-11,1934.55554199,1
Liverpool,ENG,2008-01-11,1890.31799316,1
Everton,ENG,2008-01-11,1828.30065918,1
Aston Villa,ENG,2008-01-11,1787.9967040999998,1
Portsmouth,ENG,2008-01-11,1778.52429199,1
Tottenham,ENG,2008-01-11,1765.65979004,1
Man City,ENG,2008-01-11,1750.44104004,1
Blackburn,ENG,2008-01-11,1738.50878906,1
West Ham,ENG,2008-01-11,1716.41101074,1
Bolton,ENG,2008-01-11,1692.875,1
Newcastle,ENG,2008-01-11,1688.01806641,1
Reading,ENG,2008-01-11,1683.39160156,1
Middlesbrough,ENG,2008-01-11,1666.40856934,1
Fulham,ENG,2008-01-11,1630.90197754,1
Wigan,ENG,2008-01-11,1627.39440918,1
Birmingham,ENG,2008-01-11,1621.52404785,1
Sunderland,ENG,2008-01-11,1620.93212891,1
Derby,ENG,2008-01-11,1527.45959473,1
Man United,ENG,2008-01-20,1982.30883789,1
Chelsea,ENG,2008-01-20,1957.58581543,1
Arsenal,ENG,2008-01-20,1931.51416016,1
Liverpool,ENG,2008-01-20,1885.92272949,1
Everton,ENG,2008-01-20,1833.20483398,1
Aston Villa,ENG,2008-01-20,1793.84985352,1
Tottenham,ENG,2008-01-20,1766.85778809,1
Portsmouth,ENG,2008-01-20,1766.59277344,1
Man City,ENG,2008-01-20,1745.53686523,1
Blackburn,ENG,2008-01-20,1743.19116211,1
West Ham,ENG,2008-01-20,1721.06713867,1
Bolton,ENG,2008-01-20,1686.16699219,1
Newcastle,ENG,2008-01-20,1682.23034668,1
Middlesbrough,ENG,2008-01-20,1674.58447266,1
Reading,ENG,2008-01-20,1673.65075684,1
Wigan,ENG,2008-01-20,1634.35742188,1
Sunderland,ENG,2008-01-20,1630.61791992,1
Birmingham,ENG,2008-01-20,1626.80090332,1
Fulham,ENG,2008-01-20,1621.37841797,1
Derby,ENG,2008-01-20,1517.55957031,1
Man United,ENG,2008-02-01,1985.63085938,1
Chelsea,ENG,2008-02-01,1959.2175292999998,1
Arsenal,ENG,2008-02-01,1934.9732665999998,1
Liverpool,ENG,2008-02-01,1871.26257324,1
Everton,ENG,2008-02-01,1834.13000488,1
Aston Villa,ENG,2008-02-01,1794.78356934,1
Tottenham,ENG,2008-02-01,1770.5982665999998,1
Portsmouth,ENG,2008-02-01,1763.27087402,1
Blackburn,ENG,2008-02-01,1746.4050292999998,1
Man City,ENG,2008-02-01,1738.79919434,1
West Ham,ENG,2008-02-01,1734.01293945,1
Bolton,ENG,2008-02-01,1682.66381836,1
Middlesbrough,ENG,2008-02-01,1680.0222167999998,1
Newcastle,ENG,2008-02-01,1678.77124023,1
Reading,ENG,2008-02-01,1672.0189209,1
Sunderland,ENG,2008-02-01,1639.82446289,1
Fulham,ENG,2008-02-01,1624.8815918,1
Wigan,ENG,2008-02-01,1624.25415039,1
Birmingham,ENG,2008-02-01,1617.59436035,1
Derby,ENG,2008-02-01,1521.86401367,1
Man United,ENG,2008-02-10,1981.60498047,1
Chelsea,ENG,2008-02-10,1955.6619873,1
Arsenal,ENG,2008-02-10,1941.98205566,1
Liverpool,ENG,2008-02-10,1874.98327637,1
Everton,ENG,2008-02-10,1836.30517578,1
Aston Villa,ENG,2008-02-10,1791.05273438,1
Tottenham,ENG,2008-02-10,1781.11486816,1
Portsmouth,ENG,2008-02-10,1774.94213867,1
Blackburn,ENG,2008-02-10,1747.00732422,1
Man City,ENG,2008-02-10,1731.79040527,1
West Ham,ENG,2008-02-10,1720.03222656,1
Bolton,ENG,2008-02-10,1687.91137695,1
Middlesbrough,ENG,2008-02-10,1687.20373535,1
Newcastle,ENG,2008-02-10,1669.98510742,1
Reading,ENG,2008-02-10,1655.87817383,1
Sunderland,ENG,2008-02-10,1644.8972168,1
Fulham,ENG,2008-02-10,1630.21704102,1
Wigan,ENG,2008-02-10,1624.61328125,1
Birmingham,ENG,2008-02-10,1618.05871582,1
Derby,ENG,2008-02-10,1519.73681641,1
Man United,ENG,2008-02-29,1984.53735352,1
Chelsea,ENG,2008-02-29,1961.75317383,1
Arsenal,ENG,2008-02-29,1947.12695312,1
Liverpool,ENG,2008-02-29,1904.80236816,1
Everton,ENG,2008-02-29,1860.88098145,1
Aston Villa,ENG,2008-02-29,1808.10253906,1
Tottenham,ENG,2008-02-29,1796.23144531,1
Portsmouth,ENG,2008-02-29,1789.51391602,1
Blackburn,ENG,2008-02-29,1763.85778809,1
Man City,ENG,2008-02-29,1747.20349121,1
West Ham,ENG,2008-02-29,1738.3182373,1
Bolton,ENG,2008-02-29,1707.07226562,1
Middlesbrough,ENG,2008-02-29,1695.60375977,1
Newcastle,ENG,2008-02-29,1675.01342773,1
Reading,ENG,2008-02-29,1660.67956543,1
Sunderland,ENG,2008-02-29,1652.17663574,1
Wigan,ENG,2008-02-29,1641.38598633,1
Birmingham,ENG,2008-02-29,1635.28552246,1
Fulham,ENG,2008-02-29,1633.78222656,1
Derby,ENG,2008-02-29,1524.81542969,1
Man United,ENG,2008-03-08,1990.35498047,1
Chelsea,ENG,2008-03-08,1976.05432129,1
Arsenal,ENG,2008-03-08,1953.4519042999998,1
Liverpool,ENG,2008-03-08,1916.16088867,1
Everton,ENG,2008-03-08,1853.97119141,1
Aston Villa,ENG,2008-03-08,1812.22131348,1
Portsmouth,ENG,2008-03-08,1781.3026123,1
Blackburn,ENG,2008-03-08,1770.01452637,1
Tottenham,ENG,2008-03-08,1766.02050781,1
Man City,ENG,2008-03-08,1741.32202148,1
West Ham,ENG,2008-03-08,1722.41467285,1
Bolton,ENG,2008-03-08,1695.77209473,1
Middlesbrough,ENG,2008-03-08,1683.69677734,1
Reading,ENG,2008-03-08,1670.10803223,1
Newcastle,ENG,2008-03-08,1666.37792969,1
Birmingham,ENG,2008-03-08,1651.96252441,1
Sunderland,ENG,2008-03-08,1649.26843262,1
Wigan,ENG,2008-03-08,1644.78894043,1
Fulham,ENG,2008-03-08,1628.66674805,1
Derby,ENG,2008-03-08,1525.24499512,1
Man United,ENG,2008-03-16,1997.45214844,1
Chelsea,ENG,2008-03-16,1985.99560547,1
Arsenal,ENG,2008-03-16,1945.97302246,1
Liverpool,ENG,2008-03-16,1936.04089355,1
Everton,ENG,2008-03-16,1874.35388184,1
Aston Villa,ENG,2008-03-16,1803.36303711,1
Portsmouth,ENG,2008-03-16,1802.05859375,1
